WUC,POS,WUCPubId,WUCLaunchPoints
223EA,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-20-0540-01AA-520A-A
223EC,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-50-0635-01AA-520A-A
223EJH0,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-50-0635-01AA-520A-A
223F1,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-U000-01AA-921A-A
223F200,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E75-00-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E75-10-0092-01AA-520A-A
223G200,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-T000-01AA-921A-A
223G3,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E61-20-0288-01AA-520A-A
223GP,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-10-0382-01AA-520A-A
223GZ10,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-10-0554-01AA-520A-A
223J2,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-W010-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-W010-01AA-720A-A
223J3,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-X020-01AA-921A-A
223J4,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-M030-01AA-921A-A
223K4,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-Z000-01AA-921A-A
223K5,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-6000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-6000-01AA-720A-A
223K600,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-5000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-5000-01AA-720A-A
223KA00,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-3000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-3000-01AA-720A-A
223KC,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-7000-01AA-921A-A
223KD,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-8000-01AA-921A-A
223KE,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-9000-01AA-921A-A
223KF,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-F000-01AA-921A-A
223KG,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-G000-01AA-921A-A
223KJ,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-4010-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-4010-01AA-720A-A
223KM,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-K000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-K000-01AA-720A-A
223KN,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-L010-01AA-921A-A
223KP,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-M010-01AA-921A-A
223KQ,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-P000-01AA-921A-A
223KR,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-Q000-01AA-921A-A
223KS,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-M020-01AA-921A-A
223KT,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-L010-01AA-921A-A
223KU,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-ZA00-01AA-921A-A
223KV,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-X010-01AA-921A-A
223KX,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-42-0099-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
29E1110,,E2HAWKEYEE2D-26512-02090-00,DMC-E2HAWKEYEE2D-AAAA-E29-10-0096-01AA-320A-A
29E1110,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-01-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E80-10-0008-01AA-520A-A
29E11K0,,E2HAWKEYEE2D-26512-02090-00,DMC-E2HAWKEYEE2D-AAAA-E29-10-0096-01AA-320A-A
29E11K0,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-01-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E80-10-0075-01AA-520A-A
29E1510,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E75-00-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E75-10-0162-01AA-520A-A
29E1611,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E79-10-0523-01AA-520A-A
29E1B30,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-00-0593-01AA-520A-A
29E1B60,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-00-0599-01AA-520A-A
29E1B73,,E2HAWKEYEE2D-26512-02040-00,DMC-E2HAWKEYEE2D-AAAA-E24-20-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E24-20-0000-02AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E24-20-3021-01AA-921A-A
29E1B74,,E2HAWKEYEE2D-26512-02040-00,DMC-E2HAWKEYEE2D-AAAA-E24-20-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E24-20-0000-02AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E24-20-3022-01AA-921A-A
29E1B80,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
29E1B80,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-00-0466-01AA-520A-A
29E1C10,,E2HAWKEYEE2D-26512-02110-00,DMC-E2HAWKEYEE2D-AAAA-E73-30-0200-01AA-520A-A
29E1C30,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E76-21-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-1200-01AA-320A-A
29E1C30,,E2HAWKEYEE2D-26512-02090-00,DMC-E2HAWKEYEE2D-AAAA-E29-10-0035-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E29-10-0096-01AA-320A-A
29E1F00,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-20-0226-01AA-520A-A
29E1G,LH,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-20-0228-01AA-520A-A
29E1G,RH,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-20-0228-01AA-520A-A
29E1P,,E2HAWKEYEE2D-26512-02090-00,DMC-E2HAWKEYEE2D-AAAA-E29-10-0096-01AA-320A-A
29E1P,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E72-01-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E80-10-0090-01AA-520A-A
29E1Z,PT,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E71-20-0227-01AA-520A-A
29E21,,E2HAWKEYEE2D-26512-02100-00,DMC-E2HAWKEYEE2D-AAAA-E76-11-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-1000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-11-1000-01AA-720A-A
29X2M00,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E28-41-0000-02AA-320A-A
29X2M00,,E2HAWKEYEE2D-26512-02080-00,DMC-E2HAWKEYEE2D-AAAA-E31-10-0353-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E31-10-1383-01AA-520A-A
3254320,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0735-01AA-520A-A
3254340,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0990-01AA-520A-A
3254410,1,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,2,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,3,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,4,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,5,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,6,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,7,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
3254410,8,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0535-01AA-520A-A
32545,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0660-01AA-520A-A
3254600,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-20-0400-01AA-520A-A
3254700,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0480-01AA-520A-A
32548,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-1640-01AA-520A-A
3254B00,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0915-01AA-520A-A
3254C10,,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0325-01AA-520A-A
3254C20,1,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0330-01AA-520A-A
3254C20,2,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0330-01AA-520A-A
3254C20,3,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0330-01AA-520A-A
3254C20,4,E2HAWKEYEE2D-26512-02000-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0330-01AA-520A-A
4115100,21A1,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0133-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4115100,21A2,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0131-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4116K,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E30-40-0221-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E56-10-0601-01AA-320A-A
41171,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-20-0063-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
41174,CKPT,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0120-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
41174,OC,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0122-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
41178,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0111-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4117E,LH,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-20-0061-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
4117E,RH,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-20-0061-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
4117F,AICE,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E30-40-0212-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E56-10-0601-01AA-320A-A
4117F,DEF,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E30-40-0210-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E56-10-0601-01AA-320A-A
41195,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0125-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4119700,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E76-21-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-1000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-1000-01AA-720A-A#DMC-E2HAWKEYEE2D-AAAA-E76-21-1200-01AA-320A-A
4119700,,E2HAWKEYEE2D-26512-02090-00,DMC-E2HAWKEYEE2D-AAAA-E29-10-0035-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E29-10-0096-01AA-320A-A
4119M,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0117-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4119N00,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0114-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4119N10,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0108-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
411B120,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-42-0099-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
411B130,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-50-0084-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
411B210,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-70-0090-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
411B220,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-70-0105-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
411B4,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
411B500,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-60-0215-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-93-0000-01AA-320A-A
4122100,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
4122110,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
4122120,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
4122130,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-1020-01AA-921A-A
4122150,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
4122160,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
41222,,E2HAWKEYEE2D-26512-02160-00,DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-81-0000-01AA-720A-A
41311,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-30-0174-01AA-520A-A
41314,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-30-0177-01AA-520A-A
4141300,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-00-0000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E30-00-0000-01AA-720A-A#DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141610,AF,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141610,AF,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-10-0460-01AA-520A-A
4141610,PT,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141610,PT,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-10-0457-01AA-520A-A
4141610,ST,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141610,ST,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-10-0457-01AA-520A-A
4141E,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141E,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-00-0463-01AA-520A-A
4141T,,E2HAWKEYEE2D-26512-02020-00,DMC-E2HAWKEYEE2D-AAAA-E30-11-0000-01AA-320A-A
4141T,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E30-80-0454-01AA-520A-A
4142100,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E61-10-0428-01AA-520A-A
4153500,CP,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E56-10-0396-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E56-10-0601-01AA-320A-A
4153500,PI,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E56-10-0396-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E56-10-0601-01AA-320A-A
41610,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-1000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-1000-01AA-720A-A
41630,,E2HAWKEYEE2D-26512-02120-00,DMC-E2HAWKEYEE2D-AAAA-E21-91-0000-01AA-320A-A
41640,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-4000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-4000-01AA-720A-A
41650,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-5000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-5000-01AA-720A-A
41660,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-6000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-6000-01AA-720A-A
41680,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-8000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-8000-01AA-720A-A
41690,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-9000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-9000-01AA-720A-A
416A0,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-C000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-C000-01AA-720A-A
416B0,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A
416B0,,E2HAWKEYEE2D-26512-02200-00,DMC-E2HAWKEYEE2D-AAAA-E35-40-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E35-40-0000-01AA-320A-A#DMC-E2HAWKEYEE2D-AAAA-E35-40-4000-01AA-520A-A#DMC-E2HAWKEYEE2D-AAAA-E35-40-4000-01AA-720A-A
416C0,,E2HAWKEYEE2D-26512-02161-00,DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01000-441A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-051A-A#DMC-E2HAWKEYEE2D-AAAA-E21-92-0000-01AA-320A-A
